store_id,store_name,store_number,format,address,city,state,postal_code,country,region,open_date,close_date,sq_ft
7037,Croma Outlet Delhi #7037,7037,Outlet,7628 MG Road,Delhi,Delhi,766952,India,India,2023-12-03,,18178
7038,Croma Outlet Tiruchirappalli #7038,7038,Outlet,7148 Main Bazaar,Tiruchirappalli,Tamil Nadu,753147,India,India,2024-05-24,,3561
7039,Croma Outlet Dehradun #7039,7039,Outlet,3847 High Street,Dehradun,Uttarakhand,323738,India,India,2021-09-04,,22886
7040,Croma Express Ludhiana #7040,7040,Express,5146 Mall Road,Ludhiana,Punjab,518211,India,India,2021-12-15,,5553
7041,Croma High Street Warangal #7041,7041,High Street,2898 Ring Road,Warangal,Telangana,456672,India,India,2021-09-22,,10572
7042,Croma Airport Chandigarh #7042,7042,Airport,2456 High Street,Chandigarh,Chandigarh,829021,India,India,2024-05-03,,18950
7043,Croma High Street Solan #7043,7043,High Street,5297 Mall Road,Solan,Himachal Pradesh,674286,India,India,2025-02-13,,27960
7044,Croma High Street Bilaspur #7044,7044,High Street,764 High Street,Bilaspur,Chhattisgarh,436097,India,India,2025-04-16,,2426
7045,Croma Kiosk Amritsar #7045,7045,Kiosk,1521 Mall Road,Amritsar,Punjab,292202,India,India,2021-01-02,,8871
7046,Croma Airport Udaipur #7046,7046,Airport,2598 Mall Road,Udaipur,Rajasthan,388204,India,India,2023-07-10,,11786
7047,Croma Metro Guntur #7047,7047,Metro,2811 Station Road,Guntur,Andhra Pradesh,293924,India,India,2023-05-24,,20276
7048,Croma Flagship Puducherry #7048,7048,Flagship,5434 High Street,Puducherry,Puducherry,424684,India,India,2020-05-06,,28155
7049,Croma High Street Nagpur #7049,7049,High Street,4112 Mall Road,Nagpur,Maharashtra,447802,India,India,2022-08-19,,9397
7050,Croma Outlet Delhi #7050,7050,Outlet,5307 Mall Road,Delhi,Delhi,667043,India,India,2018-06-12,,17581
7051,Croma Outlet Belagavi #7051,7051,Outlet,8729 MG Road,Belagavi,Karnataka,493039,India,India,2024-07-07,,21375
7052,Croma Metro Thrissur #7052,7052,Metro,1628 Main Bazaar,Thrissur,Kerala,364328,India,India,2022-06-09,,22241
7053,Croma Mall Puducherry #7053,7053,Mall,3176 High Street,Puducherry,Puducherry,138070,India,India,2024-03-31,,958
7054,Croma Metro Dehradun #7054,7054,Metro,2486 Mall Road,Dehradun,Uttarakhand,819115,India,India,2024-08-14,,26132
7055,Croma Mall Ahmedabad #7055,7055,Mall,898 MG Road,Ahmedabad,Gujarat,575750,India,India,2019-12-23,,28521
7056,Croma Express Vadodara #7056,7056,Express,8495 Mall Road,Vadodara,Gujarat,432414,India,India,2021-09-25,,19396
7057,Croma Express Rourkela #7057,7057,Express,2217 High Street,Rourkela,Odisha,572862,India,India,2021-12-22,,28222
7058,Croma Flagship Mangaluru #7058,7058,Flagship,7265 MG Road,Mangaluru,Karnataka,717630,India,India,2019-05-18,,20400
7059,Croma Outlet Haridwar #7059,7059,Outlet,5751 High Street,Haridwar,Uttarakhand,809316,India,India,2018-05-20,,9130
7060,Croma Airport Siliguri #7060,7060,Airport,7913 High Street,Siliguri,West Bengal,549590,India,India,2024-06-23,,17925
7061,Croma Flagship Mumbai #7061,7061,Flagship,4427 High Street,Mumbai,Maharashtra,678170,India,India,2019-12-02,,19882
7062,Croma High Street Chandigarh #7062,7062,High Street,9539 Ring Road,Chandigarh,Chandigarh,725430,India,India,2020-12-28,,27915
7063,Croma Metro Guntur #7063,7063,Metro,1256 High Street,Guntur,Andhra Pradesh,534089,India,India,2020-06-19,,16217
7064,Croma Flagship Silchar #7064,7064,Flagship,2898 High Street,Silchar,Assam,525321,India,India,2024-07-02,,14155
7065,Croma High Street Vijayawada #7065,7065,High Street,3166 Ring Road,Vijayawada,Andhra Pradesh,745082,India,India,2020-12-06,,27864
7066,Croma Flagship Dehradun #7066,7066,Flagship,1424 Ring Road,Dehradun,Uttarakhand,246148,India,India,2019-11-18,,25156
7067,Croma Airport Srinagar #7067,7067,Airport,5102 Ring Road,Srinagar,Jammu & Kashmir,280931,India,India,2021-12-16,,8391
7068,Croma Kiosk Ludhiana #7068,7068,Kiosk,8275 High Street,Ludhiana,Punjab,115448,India,India,2020-06-18,,12946
7069,Croma High Street Bhilai #7069,7069,High Street,7898 Main Bazaar,Bhilai,Chhattisgarh,589872,India,India,2025-03-02,,26083
7070,Croma Airport Shimla #7070,7070,Airport,3017 Station Road,Shimla,Himachal Pradesh,544443,India,India,2020-05-18,,10154
7071,Croma High Street Kolkata #7071,7071,High Street,4718 MG Road,Kolkata,West Bengal,160920,India,India,2025-05-27,,13422
7072,Croma Kiosk Solan #7072,7072,Kiosk,5794 Ring Road,Solan,Himachal Pradesh,844091,India,India,2023-05-01,,24654
7073,Croma High Street Warangal #7073,7073,High Street,2180 MG Road,Warangal,Telangana,565572,India,India,2018-05-07,,1508
7074,Croma Express Kolkata #7074,7074,Express,7909 Mall Road,Kolkata,West Bengal,629234,India,India,2018-10-25,,22034
7075,Croma Airport Shimla #7075,7075,Airport,6008 Mall Road,Shimla,Himachal Pradesh,696910,India,India,2018-03-16,,27172
7076,Croma Express Vadodara #7076,7076,Express,6684 Station Road,Vadodara,Gujarat,336661,India,India,2021-07-02,,11343
7077,Croma Metro Patiala #7077,7077,Metro,6911 High Street,Patiala,Punjab,234309,India,India,2018-12-18,,17422
7078,Croma Flagship Guwahati #7078,7078,Flagship,6038 Ring Road,Guwahati,Assam,113698,India,India,2019-05-30,,20652
7079,Croma Kiosk Nizamabad #7079,7079,Kiosk,7934 Main Bazaar,Nizamabad,Telangana,335613,India,India,2023-02-20,,20778
7080,Croma Airport Delhi #7080,7080,Airport,322 Ring Road,Delhi,Delhi,853468,India,India,2019-03-29,,21917
7081,Croma Kiosk Srinagar #7081,7081,Kiosk,7847 High Street,Srinagar,Jammu & Kashmir,470880,India,India,2018-11-02,,6630
7082,Croma Metro New Delhi #7082,7082,Metro,6424 Mall Road,New Delhi,Delhi,586378,India,India,2021-12-30,,2920
7083,Croma Outlet Tiruchirappalli #7083,7083,Outlet,794 Main Bazaar,Tiruchirappalli,Tamil Nadu,658769,India,India,2021-08-20,,12162
7084,Croma Metro Jamshedpur #7084,7084,Metro,6089 Main Bazaar,Jamshedpur,Jharkhand,771908,India,India,2021-05-23,,18489
7085,Croma Outlet Srinagar #7085,7085,Outlet,9494 Ring Road,Srinagar,Jammu & Kashmir,709723,India,India,2021-07-01,,18397
7086,Croma Outlet Puducherry #7086,7086,Outlet,7678 Ring Road,Puducherry,Puducherry,417442,India,India,2020-07-31,,28862
7087,Croma High Street Jammu #7087,7087,High Street,8873 High Street,Jammu,Jammu & Kashmir,608115,India,India,2024-05-19,,4405
7088,Croma Flagship Solan #7088,7088,Flagship,6333 Ring Road,Solan,Himachal Pradesh,490940,India,India,2021-07-10,,19414
7089,Croma Express Solan #7089,7089,Express,4186 Station Road,Solan,Himachal Pradesh,442656,India,India,2024-08-25,2025-02-14,9198
7090,Croma Airport Kolkata #7090,7090,Airport,1838 Station Road,Kolkata,West Bengal,595176,India,India,2018-08-17,,3249
7091,Croma Mall Indore #7091,7091,Mall,5864 Mall Road,Indore,Madhya Pradesh,241744,India,India,2019-10-20,,13759
7092,Croma Flagship Rajkot #7092,7092,Flagship,652 Station Road,Rajkot,Gujarat,208812,India,India,2018-02-22,,18924
7093,Croma Outlet Nagpur #7093,7093,Outlet,9557 MG Road,Nagpur,Maharashtra,849938,India,India,2019-10-05,,3003
7094,Croma Mall Mumbai #7094,7094,Mall,335 Station Road,Mumbai,Maharashtra,742794,India,India,2020-01-14,,1359
7095,Croma Kiosk Ghaziabad #7095,7095,Kiosk,5031 High Street,Ghaziabad,Uttar Pradesh,454619,India,India,2025-04-22,,804
7096,Croma Outlet Hubballi #7096,7096,Outlet,6442 Main Bazaar,Hubballi,Karnataka,221230,India,India,2022-03-07,,25614
7097,Croma Mall Jammu #7097,7097,Mall,3174 Ring Road,Jammu,Jammu & Kashmir,382288,India,India,2022-02-24,,11677
7098,Croma Express Tirupati #7098,7098,Express,8514 Main Bazaar,Tirupati,Andhra Pradesh,431015,India,India,2023-12-22,,13365
7099,Croma Airport Varanasi #7099,7099,Airport,2534 Ring Road,Varanasi,Uttar Pradesh,585364,India,India,2021-07-26,,11343
7100,Croma Express Delhi #7100,7100,Express,4221 MG Road,Delhi,Delhi,232546,India,India,2019-10-11,,9516
7101,Croma Outlet Gwalior #7101,7101,Outlet,6190 Main Bazaar,Gwalior,Madhya Pradesh,352464,India,India,2024-11-04,,27035
7102,Croma Airport Chandigarh #7102,7102,Airport,7435 Station Road,Chandigarh,Chandigarh,175719,India,India,2022-06-12,,21004
7103,Croma Mall Raipur #7103,7103,Mall,8709 MG Road,Raipur,Chhattisgarh,629751,India,India,2024-01-13,,23509
7104,Croma High Street Warangal #7104,7104,High Street,110 Ring Road,Warangal,Telangana,274166,India,India,2021-02-22,,6887
7105,Croma Express New Delhi #7105,7105,Express,8491 High Street,New Delhi,Delhi,747667,India,India,2024-11-29,,12258
7106,Croma Kiosk Tirupati #7106,7106,Kiosk,4595 Main Bazaar,Tirupati,Andhra Pradesh,534000,India,India,2023-02-20,,841
7107,Croma Outlet Raipur #7107,7107,Outlet,5153 Mall Road,Raipur,Chhattisgarh,754785,India,India,2022-01-28,,2641
7108,Croma Metro Srinagar #7108,7108,Metro,9762 Mall Road,Srinagar,Jammu & Kashmir,198697,India,India,2019-11-22,,19481
7109,Croma Express Chandigarh #7109,7109,Express,8000 Station Road,Chandigarh,Chandigarh,509195,India,India,2024-09-16,,29038
7110,Croma High Street Solan #7110,7110,High Street,2962 Ring Road,Solan,Himachal Pradesh,147065,India,India,2022-05-18,,23052
7111,Croma Mall Kochi #7111,7111,Mall,9125 Station Road,Kochi,Kerala,437217,India,India,2025-06-19,,6736
7112,Croma Airport Patiala #7112,7112,Airport,6998 Main Bazaar,Patiala,Punjab,674060,India,India,2020-05-15,,7399
7113,Croma Airport Mysuru #7113,7113,Airport,1825 Ring Road,Mysuru,Karnataka,421934,India,India,2021-01-31,,19406
7114,Croma Airport Haridwar #7114,7114,Airport,3398 Main Bazaar,Haridwar,Uttarakhand,381621,India,India,2023-02-04,,16597
7115,Croma Metro Guwahati #7115,7115,Metro,2493 High Street,Guwahati,Assam,658846,India,India,2018-12-16,,5431
7116,Croma Airport Bhagalpur #7116,7116,Airport,8785 Main Bazaar,Bhagalpur,Bihar,636529,India,India,2024-08-01,,9004
7117,Croma Outlet Salem #7117,7117,Outlet,9964 Main Bazaar,Salem,Tamil Nadu,675143,India,India,2022-07-11,,8619
7118,Croma Outlet Raipur #7118,7118,Outlet,7755 High Street,Raipur,Chhattisgarh,668925,India,India,2018-05-14,,13021
7119,Croma Kiosk Kozhikode #7119,7119,Kiosk,3801 MG Road,Kozhikode,Kerala,704579,India,India,2021-03-30,,10294
7120,Croma Outlet Srinagar #7120,7120,Outlet,3620 MG Road,Srinagar,Jammu & Kashmir,221764,India,India,2019-02-14,,12188
7121,Croma Kiosk New Delhi #7121,7121,Kiosk,2559 MG Road,New Delhi,Delhi,611056,India,India,2018-02-19,,20138
7122,Croma Metro Bengaluru #7122,7122,Metro,9087 MG Road,Bengaluru,Karnataka,824668,India,India,2022-12-14,,22614
7123,Croma Express Karnal #7123,7123,Express,8471 MG Road,Karnal,Haryana,777575,India,India,2019-09-23,2020-12-23,6473
7124,Croma High Street Jabalpur #7124,7124,High Street,5572 Station Road,Jabalpur,Madhya Pradesh,619673,India,India,2020-04-03,,3783
7125,Croma Outlet Udaipur #7125,7125,Outlet,326 High Street,Udaipur,Rajasthan,112634,India,India,2025-07-28,,16400
7126,Croma Airport Shimla #7126,7126,Airport,1519 Ring Road,Shimla,Himachal Pradesh,585891,India,India,2025-01-22,,4914
7127,Croma Metro Bhubaneswar #7127,7127,Metro,3175 Ring Road,Bhubaneswar,Odisha,411967,India,India,2019-08-31,,28906
7128,Croma Flagship Cuttack #7128,7128,Flagship,4546 Main Bazaar,Cuttack,Odisha,542558,India,India,2023-04-16,,1933
7129,Croma Outlet Guntur #7129,7129,Outlet,4502 Station Road,Guntur,Andhra Pradesh,343565,India,India,2020-06-29,,23656
7130,Croma Express Patiala #7130,7130,Express,4435 MG Road,Patiala,Punjab,135822,India,India,2024-02-08,,18901
7131,Croma Kiosk Haridwar #7131,7131,Kiosk,2921 High Street,Haridwar,Uttarakhand,842272,India,India,2021-03-25,,17928
7132,Croma Airport Jalandhar #7132,7132,Airport,6495 Mall Road,Jalandhar,Punjab,399778,India,India,2023-06-14,,7893
7133,Croma Metro Bhilai #7133,7133,Metro,3876 Station Road,Bhilai,Chhattisgarh,550395,India,India,2022-06-03,,2380
7134,Croma Express Dhanbad #7134,7134,Express,4321 Mall Road,Dhanbad,Jharkhand,836226,India,India,2023-10-11,,29968
7135,Croma Kiosk Jabalpur #7135,7135,Kiosk,1719 Mall Road,Jabalpur,Madhya Pradesh,583510,India,India,2021-03-08,,13822
7136,Croma Airport Hubballi #7136,7136,Airport,8798 High Street,Hubballi,Karnataka,676179,India,India,2022-04-20,,25716
7137,Croma High Street Chandigarh #7137,7137,High Street,202 Station Road,Chandigarh,Chandigarh,824429,India,India,2023-11-11,,16482
7138,Croma High Street Raipur #7138,7138,High Street,5584 High Street,Raipur,Chhattisgarh,404235,India,India,2021-02-06,,27343
7139,Croma Kiosk Belagavi #7139,7139,Kiosk,1797 Ring Road,Belagavi,Karnataka,693078,India,India,2022-09-30,,22637
7140,Croma Kiosk Indore #7140,7140,Kiosk,6628 Ring Road,Indore,Madhya Pradesh,549024,India,India,2024-02-20,,7097
7141,Croma Flagship Kozhikode #7141,7141,Flagship,2695 Ring Road,Kozhikode,Kerala,154743,India,India,2021-10-23,,9839
7142,Croma Metro Varanasi #7142,7142,Metro,8158 Station Road,Varanasi,Uttar Pradesh,248551,India,India,2018-03-05,,24498
7143,Croma High Street Surat #7143,7143,High Street,7685 Main Bazaar,Surat,Gujarat,665011,India,India,2023-01-15,,26910
7144,Croma Outlet Bilaspur #7144,7144,Outlet,6035 High Street,Bilaspur,Chhattisgarh,226790,India,India,2021-06-03,,4130
7145,Croma High Street Dehradun #7145,7145,High Street,9089 High Street,Dehradun,Uttarakhand,282210,India,India,2021-02-19,,9335
7146,Croma Kiosk Dibrugarh #7146,7146,Kiosk,2861 Main Bazaar,Dibrugarh,Assam,129282,India,India,2019-07-06,,5575
7147,Croma Flagship Vijayawada #7147,7147,Flagship,8926 Mall Road,Vijayawada,Andhra Pradesh,273539,India,India,2022-07-11,,22825
7148,Croma Flagship Karnal #7148,7148,Flagship,4229 Mall Road,Karnal,Haryana,568664,India,India,2023-04-17,,14408
7149,Croma Express Jammu #7149,7149,Express,810 Main Bazaar,Jammu,Jammu & Kashmir,249589,India,India,2019-05-04,,19557
7150,Croma Mall Tiruchirappalli #7150,7150,Mall,601 Mall Road,Tiruchirappalli,Tamil Nadu,831169,India,India,2018-12-16,,18410
7151,Croma Mall Solan #7151,7151,Mall,7820 Ring Road,Solan,Himachal Pradesh,793259,India,India,2021-04-25,,27557
7152,Croma Flagship Bengaluru #7152,7152,Flagship,7332 Ring Road,Bengaluru,Karnataka,474313,India,India,2022-09-20,,13004
7153,Croma High Street Amritsar #7153,7153,High Street,3880 Ring Road,Amritsar,Punjab,133749,India,India,2021-10-12,,5777
7154,Croma Flagship Vadodara #7154,7154,Flagship,802 Main Bazaar,Vadodara,Gujarat,328774,India,India,2021-08-30,,28930
7155,Croma High Street Margao #7155,7155,High Street,7610 Main Bazaar,Margao,Goa,423755,India,India,2023-11-13,,13697
7156,Croma Airport Agra #7156,7156,Airport,406 Mall Road,Agra,Uttar Pradesh,653015,India,India,2024-03-23,,13405
7157,Croma Express Dibrugarh #7157,7157,Express,8695 MG Road,Dibrugarh,Assam,145998,India,India,2020-02-08,,20735
7158,Croma High Street Delhi #7158,7158,High Street,1373 Ring Road,Delhi,Delhi,601092,India,India,2019-11-07,,25341
7159,Croma Kiosk Margao #7159,7159,Kiosk,4645 Main Bazaar,Margao,Goa,408900,India,India,2022-01-16,,22993
7160,Croma Flagship Puducherry #7160,7160,Flagship,9034 Mall Road,Puducherry,Puducherry,662786,India,India,2022-05-10,,3965
7161,Croma Mall Warangal #7161,7161,Mall,9797 Mall Road,Warangal,Telangana,777530,India,India,2021-07-03,,22285
7162,Croma Outlet Vijayawada #7162,7162,Outlet,3473 High Street,Vijayawada,Andhra Pradesh,339079,India,India,2020-01-20,,18652
7163,Croma Mall Panipat #7163,7163,Mall,4511 Main Bazaar,Panipat,Haryana,869693,India,India,2022-02-25,,22287
7164,Croma Express Bhagalpur #7164,7164,Express,3437 Ring Road,Bhagalpur,Bihar,847945,India,India,2022-01-26,,28916
7165,Croma Flagship Madurai #7165,7165,Flagship,578 High Street,Madurai,Tamil Nadu,570271,India,India,2022-02-03,,22964
7166,Croma Metro Bhagalpur #7166,7166,Metro,2649 Station Road,Bhagalpur,Bihar,275145,India,India,2021-10-28,,18847
7167,Croma Airport Guwahati #7167,7167,Airport,2442 MG Road,Guwahati,Assam,529860,India,India,2025-06-24,,11137
7168,Croma Flagship Srinagar #7168,7168,Flagship,650 Station Road,Srinagar,Jammu & Kashmir,519103,India,India,2020-03-03,,15843
7169,Croma Kiosk Thiruvananthapuram #7169,7169,Kiosk,4650 Station Road,Thiruvananthapuram,Kerala,401843,India,India,2025-02-16,,17163
7170,Croma Outlet Jammu #7170,7170,Outlet,2541 Station Road,Jammu,Jammu & Kashmir,515285,India,India,2019-11-18,,7241
7171,Croma Mall Bhilai #7171,7171,Mall,4148 High Street,Bhilai,Chhattisgarh,645311,India,India,2023-10-14,,1030
7172,Croma Mall Chandigarh #7172,7172,Mall,4773 MG Road,Chandigarh,Chandigarh,704848,India,India,2023-07-12,,2098
7173,Croma Flagship Kanpur #7173,7173,Flagship,4927 Main Bazaar,Kanpur,Uttar Pradesh,696947,India,India,2024-09-01,,4298
7174,Croma Kiosk Ghaziabad #7174,7174,Kiosk,4712 Mall Road,Ghaziabad,Uttar Pradesh,404571,India,India,2025-04-22,,9261
7175,Croma Express Chandigarh #7175,7175,Express,6037 Station Road,Chandigarh,Chandigarh,559682,India,India,2025-06-19,,16503
7176,Croma High Street Margao #7176,7176,High Street,2464 Mall Road,Margao,Goa,763128,India,India,2024-05-18,,13733
7177,Croma Express Patiala #7177,7177,Express,4422 Station Road,Patiala,Punjab,497453,India,India,2023-07-23,,9821
7178,Croma Kiosk Tiruchirappalli #7178,7178,Kiosk,5755 MG Road,Tiruchirappalli,Tamil Nadu,563562,India,India,2025-01-27,,27279
7179,Croma Outlet Dehradun #7179,7179,Outlet,8373 Mall Road,Dehradun,Uttarakhand,320662,India,India,2020-11-16,,14482
7180,Croma Flagship Haridwar #7180,7180,Flagship,2474 Station Road,Haridwar,Uttarakhand,677539,India,India,2020-10-26,2023-01-15,12392
7181,Croma Metro Vijayawada #7181,7181,Metro,6260 High Street,Vijayawada,Andhra Pradesh,740451,India,India,2020-09-27,,7348
7182,Croma Kiosk Dhanbad #7182,7182,Kiosk,5985 Ring Road,Dhanbad,Jharkhand,824178,India,India,2024-12-12,,17869
7183,Croma High Street Bhagalpur #7183,7183,High Street,2087 MG Road,Bhagalpur,Bihar,206383,India,India,2022-08-24,,25550
7184,Croma Express Ahmedabad #7184,7184,Express,6035 MG Road,Ahmedabad,Gujarat,575759,India,India,2024-08-07,,10168
7185,Croma Outlet Belagavi #7185,7185,Outlet,1006 Mall Road,Belagavi,Karnataka,145240,India,India,2019-05-07,,15210
7186,Croma High Street Ranchi #7186,7186,High Street,9188 Mall Road,Ranchi,Jharkhand,510557,India,India,2023-08-19,,1906
7187,Croma High Street Margao #7187,7187,High Street,2134 Ring Road,Margao,Goa,335840,India,India,2023-03-13,,3372
7188,Croma Outlet Chandigarh #7188,7188,Outlet,9316 Station Road,Chandigarh,Chandigarh,398581,India,India,2025-04-24,,23462
7189,Croma Outlet Aurangabad #7189,7189,Outlet,6231 Mall Road,Aurangabad,Maharashtra,553226,India,India,2018-05-19,,4722
7190,Croma Mall New Delhi #7190,7190,Mall,941 Mall Road,New Delhi,Delhi,605811,India,India,2021-02-01,,21708
7191,Croma Kiosk Belagavi #7191,7191,Kiosk,4791 Mall Road,Belagavi,Karnataka,136378,India,India,2021-09-20,,21943
7192,Croma Kiosk Indore #7192,7192,Kiosk,6956 Main Bazaar,Indore,Madhya Pradesh,652656,India,India,2023-02-24,,13637
7193,Croma Flagship Aurangabad #7193,7193,Flagship,217 Station Road,Aurangabad,Maharashtra,660392,India,India,2024-01-28,,3858
7194,Croma Outlet Chandigarh #7194,7194,Outlet,9708 Ring Road,Chandigarh,Chandigarh,615918,India,India,2021-07-18,,24572
7195,Croma Outlet Lucknow #7195,7195,Outlet,6703 Main Bazaar,Lucknow,Uttar Pradesh,366700,India,India,2019-03-03,,9583
7196,Croma Metro Dibrugarh #7196,7196,Metro,930 Main Bazaar,Dibrugarh,Assam,281076,India,India,2018-07-21,,15357
7197,Croma Kiosk Puducherry #7197,7197,Kiosk,3593 Station Road,Puducherry,Puducherry,264849,India,India,2025-02-11,,9093
7198,Croma Outlet Chandigarh #7198,7198,Outlet,8607 Station Road,Chandigarh,Chandigarh,117648,India,India,2019-05-09,,25330
7199,Croma Metro Warangal #7199,7199,Metro,1500 MG Road,Warangal,Telangana,368901,India,India,2025-06-11,,27769
7200,Croma Metro Puducherry #7200,7200,Metro,798 MG Road,Puducherry,Puducherry,388915,India,India,2022-01-25,,19680
7201,Croma Kiosk Siliguri #7201,7201,Kiosk,4836 Ring Road,Siliguri,West Bengal,441575,India,India,2024-12-18,,6797
7202,Croma Outlet Shimla #7202,7202,Outlet,4939 High Street,Shimla,Himachal Pradesh,757618,India,India,2021-12-10,,7243
7203,Croma High Street Indore #7203,7203,High Street,9426 Ring Road,Indore,Madhya Pradesh,495925,India,India,2021-07-12,,22734
7204,Croma Metro Dehradun #7204,7204,Metro,9376 Mall Road,Dehradun,Uttarakhand,710129,India,India,2024-03-16,,10677
7205,Croma Outlet Chandigarh #7205,7205,Outlet,617 Main Bazaar,Chandigarh,Chandigarh,697565,India,India,2025-04-13,,4396
7206,Croma Metro Shimla #7206,7206,Metro,8747 MG Road,Shimla,Himachal Pradesh,174627,India,India,2024-10-10,,5434
7207,Croma Flagship Chandigarh #7207,7207,Flagship,150 Main Bazaar,Chandigarh,Chandigarh,831267,India,India,2021-01-26,,25505
7208,Croma Flagship Indore #7208,7208,Flagship,6630 Station Road,Indore,Madhya Pradesh,369412,India,India,2024-05-16,,17132
7209,Croma Airport Bhagalpur #7209,7209,Airport,2623 Mall Road,Bhagalpur,Bihar,247667,India,India,2018-06-07,,24767
7210,Croma Airport Bengaluru #7210,7210,Airport,6175 MG Road,Bengaluru,Karnataka,246404,India,India,2023-07-23,,19622
7211,Croma Flagship Puducherry #7211,7211,Flagship,22 High Street,Puducherry,Puducherry,203290,India,India,2019-01-17,,5750
7212,Croma High Street Ludhiana #7212,7212,High Street,7708 High Street,Ludhiana,Punjab,352443,India,India,2023-05-21,,21231
7213,Croma High Street Jammu #7213,7213,High Street,1377 Main Bazaar,Jammu,Jammu & Kashmir,138008,India,India,2024-07-03,,2364
7214,Croma High Street Kolkata #7214,7214,High Street,7041 Main Bazaar,Kolkata,West Bengal,699651,India,India,2020-03-11,,3260
7215,Croma Kiosk Dehradun #7215,7215,Kiosk,5433 High Street,Dehradun,Uttarakhand,407860,India,India,2022-04-06,,1398
7216,Croma Metro Bhilai #7216,7216,Metro,7332 High Street,Bhilai,Chhattisgarh,480711,India,India,2019-02-25,,20038
7217,Croma Airport Jaipur #7217,7217,Airport,1545 Main Bazaar,Jaipur,Rajasthan,364518,India,India,2022-12-09,,11720
7218,Croma Outlet Chandigarh #7218,7218,Outlet,652 MG Road,Chandigarh,Chandigarh,466707,India,India,2024-02-12,,14653
7219,Croma Flagship Bhagalpur #7219,7219,Flagship,5808 Main Bazaar,Bhagalpur,Bihar,740053,India,India,2020-11-11,,11998
7220,Croma Outlet Guwahati #7220,7220,Outlet,412 Ring Road,Guwahati,Assam,413210,India,India,2021-02-07,,22938
7221,Croma Express Jammu #7221,7221,Express,8415 High Street,Jammu,Jammu & Kashmir,653610,India,India,2023-10-05,,13941
7222,Croma Kiosk Jamshedpur #7222,7222,Kiosk,3172 Mall Road,Jamshedpur,Jharkhand,869402,India,India,2021-04-12,,3431
7223,Croma Express Solan #7223,7223,Express,131 Main Bazaar,Solan,Himachal Pradesh,604239,India,India,2019-07-04,,21490
7224,Croma Kiosk Bilaspur #7224,7224,Kiosk,2899 Ring Road,Bilaspur,Chhattisgarh,667612,India,India,2022-02-23,,2795
7225,Croma Outlet Howrah #7225,7225,Outlet,8561 Mall Road,Howrah,West Bengal,423021,India,India,2019-04-06,,23483
7226,Croma High Street Agra #7226,7226,High Street,8953 High Street,Agra,Uttar Pradesh,574866,India,India,2023-01-24,,21098
7227,Croma Airport Rourkela #7227,7227,Airport,1477 High Street,Rourkela,Odisha,686473,India,India,2020-10-20,,5440
7228,Croma Outlet Jammu #7228,7228,Outlet,3114 Ring Road,Jammu,Jammu & Kashmir,692592,India,India,2020-02-07,,20627
7229,Croma Airport Kolkata #7229,7229,Airport,2038 Mall Road,Kolkata,West Bengal,810821,India,India,2024-03-01,,20730
7230,Croma Kiosk Delhi #7230,7230,Kiosk,3735 MG Road,Delhi,Delhi,245702,India,India,2025-05-22,,4039
7231,Croma Metro Udaipur #7231,7231,Metro,5862 Mall Road,Udaipur,Rajasthan,298584,India,India,2022-02-15,,7452
7232,Croma High Street Shimla #7232,7232,High Street,1520 Station Road,Shimla,Himachal Pradesh,308260,India,India,2022-05-25,,17614
7233,Croma Mall Agra #7233,7233,Mall,2967 Main Bazaar,Agra,Uttar Pradesh,779220,India,India,2018-01-28,,22679
7234,Croma Outlet Dehradun #7234,7234,Outlet,9412 MG Road,Dehradun,Uttarakhand,204260,India,India,2021-07-16,2024-06-24,26784
7235,Croma Airport Thrissur #7235,7235,Airport,5277 Ring Road,Thrissur,Kerala,766281,India,India,2019-07-27,,1998
7236,Croma Express Pune #7236,7236,Express,2449 High Street,Pune,Maharashtra,493395,India,India,2020-07-03,,23067
7237,Croma Flagship Dibrugarh #7237,7237,Flagship,361 MG Road,Dibrugarh,Assam,851121,India,India,2023-12-05,,9044
7238,Croma Kiosk Durgapur #7238,7238,Kiosk,6005 Main Bazaar,Durgapur,West Bengal,582355,India,India,2019-03-28,,9103
7239,Croma Metro Amritsar #7239,7239,Metro,5661 Ring Road,Amritsar,Punjab,669832,India,India,2018-10-05,,25497
7240,Croma Airport Bhubaneswar #7240,7240,Airport,7786 Ring Road,Bhubaneswar,Odisha,698176,India,India,2018-02-13,,19040
7241,Croma Metro Raipur #7241,7241,Metro,5733 Main Bazaar,Raipur,Chhattisgarh,161758,India,India,2019-02-07,,28022
7242,Croma Express Jammu #7242,7242,Express,7703 High Street,Jammu,Jammu & Kashmir,624098,India,India,2021-01-02,,14373
7243,Croma Express Puducherry #7243,7243,Express,6851 Station Road,Puducherry,Puducherry,410069,India,India,2024-06-05,,22625
7244,Croma Express Howrah #7244,7244,Express,293 MG Road,Howrah,West Bengal,181597,India,India,2023-02-10,,19460
7245,Croma Airport Kochi #7245,7245,Airport,3274 Mall Road,Kochi,Kerala,643891,India,India,2024-10-12,,3180
7246,Croma Airport Solan #7246,7246,Airport,9999 Station Road,Solan,Himachal Pradesh,247322,India,India,2021-02-28,,28755
7247,Croma Metro Solan #7247,7247,Metro,3320 Main Bazaar,Solan,Himachal Pradesh,512076,India,India,2018-11-17,,25421
7248,Croma Express Chandigarh #7248,7248,Express,3198 Ring Road,Chandigarh,Chandigarh,621552,India,India,2021-06-18,,22783
