product_id,product_sku,product_name,brand,category,subcategory,color,size,unit_price,start_date,end_date,is_active
7621,CR-IN-CAM-07621,Croma DSLR 7Z0U4,Croma,Cameras,DSLR,Purple,XS,229332.92,2022-02-17,,1
7622,CR-IN-WEA-07622,Croma Smartwatch I5KK7,Croma,Wearables,Smartwatch,Blue,S,44854.57,2023-04-13,,1
7623,CR-IN-GAM-07623,Croma Consoles JQ9OT,Croma,Gaming,Consoles,Blue,S,5444.9,2023-05-04,,1
7624,CR-IN-LAP-07624,Croma Ultrabooks F889V,Croma,Laptops,Ultrabooks,Gold,OneSize,132492.2,2022-12-15,,1
7625,CR-IN-CAM-07625,Croma DSLR QMCY4,Croma,Cameras,DSLR,Silver,XL,186598.96,2025-05-08,,1
7626,CR-IN-APP-07626,Croma Washers 05H06,Croma,Appliances,Washers,Green,XS,97322.01,2022-01-11,,1
7627,CR-IN-GAM-07627,Croma Consoles G1C6J,Croma,Gaming,Consoles,Green,S,50039.35,2022-02-19,,1
7628,CR-IN-TEL-07628,Croma LED H9ISM,Croma,Televisions,LED,Purple,OneSize,221640.36,2024-08-31,,1
7629,CR-IN-SMA-07629,Croma Smart Lights U39LQ,Croma,Smart Home,Smart Lights,Black,OneSize,11360.71,2024-11-05,,1
7630,CR-IN-SMA-07630,Croma Smart Lights 43XB4,Croma,Smart Home,Smart Lights,Gold,S,11476.65,2022-09-04,,1
7631,CR-IN-GAM-07631,Croma Consoles MJGIM,Croma,Gaming,Consoles,Purple,OneSize,6640.78,2023-05-19,2024-10-27,0
7632,CR-IN-SMA-07632,Croma Smart Lights KM1IV,Croma,Smart Home,Smart Lights,Silver,OneSize,21649.75,2023-01-13,,1
7633,CR-IN-SMA-07633,Croma Smart Lights H6FK1,Croma,Smart Home,Smart Lights,Purple,M,1385.41,2024-11-23,2024-12-26,0
7634,CR-IN-CAM-07634,Croma DSLR JFGG8,Croma,Cameras,DSLR,White,XL,247121.92,2023-05-05,,1
7635,CR-IN-AUD-07635,Croma Headphones 02UWW,Croma,Audio,Headphones,Green,XL,49350.17,2023-09-30,,1
7636,CR-IN-TEL-07636,Croma LED 573TJ,Croma,Televisions,LED,Red,XS,168629.46,2024-12-15,,1
7637,CR-IN-APP-07637,Croma Washers TQAW3,Croma,Appliances,Washers,White,M,148811.56,2022-08-18,,1
7638,CR-IN-APP-07638,Croma Washers UFPKV,Croma,Appliances,Washers,White,XL,75758.3,2024-03-06,,1
7639,CR-IN-ACC-07639,Croma Cables DWBK1,Croma,Accessories,Cables,Green,M,9210.76,2024-06-08,,1
7640,CR-IN-SMA-07640,Croma Smart Lights LE6DY,Croma,Smart Home,Smart Lights,Green,L,26719.56,2024-01-11,,1
7641,CR-IN-MOB-07641,Croma Smartphones 0EAG2,Croma,Mobiles,Smartphones,Gold,M,42348.83,2023-02-21,,1
7642,CR-IN-AUD-07642,Croma Headphones 3DQEZ,Croma,Audio,Headphones,Silver,OneSize,31602.09,2025-02-04,,1
7643,CR-IN-TEL-07643,Croma LED G86BZ,Croma,Televisions,LED,Silver,S,180959.29,2022-01-07,,1
7644,CR-IN-ACC-07644,Croma Cables U9GEE,Croma,Accessories,Cables,Silver,XL,4012.3,2024-08-07,,1
7645,CR-IN-LAP-07645,Croma Ultrabooks J5H9W,Croma,Laptops,Ultrabooks,Purple,XL,97324.59,2023-06-18,2024-06-04,0
7646,CR-IN-TEL-07646,Croma LED DSQ3K,Croma,Televisions,LED,Silver,XS,182164.35,2023-12-17,,1
7647,CR-IN-TEL-07647,Croma LED IZPI9,Croma,Televisions,LED,Blue,OneSize,55230.19,2023-10-20,,1
7648,CR-IN-TEL-07648,Croma LED F72AP,Croma,Televisions,LED,Green,XL,118018.39,2024-06-13,,1
7649,CR-IN-GAM-07649,Croma Consoles RH8YC,Croma,Gaming,Consoles,White,S,14580.87,2022-05-14,,1
7650,CR-IN-APP-07650,Croma Washers ES2EI,Croma,Appliances,Washers,Blue,S,28852.85,2022-10-16,,1
7651,CR-IN-LAP-07651,Croma Ultrabooks ARRK2,Croma,Laptops,Ultrabooks,Red,XS,51376.82,2022-01-26,,1
7652,CR-IN-APP-07652,Croma Washers 9MNP2,Croma,Appliances,Washers,Green,XS,93881.38,2024-12-02,,1
7653,CR-IN-AUD-07653,Croma Headphones KLB11,Croma,Audio,Headphones,Purple,XS,42694.83,2022-04-03,,1
7654,CR-IN-AUD-07654,Croma Headphones 1N1TC,Croma,Audio,Headphones,Green,OneSize,23122.86,2025-07-12,,1
7655,CR-IN-GAM-07655,Croma Consoles EM2LL,Croma,Gaming,Consoles,Silver,XL,16666.59,2024-07-25,,1
7656,CR-IN-SMA-07656,Croma Smart Lights 3OMPV,Croma,Smart Home,Smart Lights,Purple,S,16332.09,2023-11-14,,1
7657,CR-IN-WEA-07657,Croma Smartwatch BCWGX,Croma,Wearables,Smartwatch,Purple,OneSize,6259.59,2022-12-29,,1
7658,CR-IN-LAP-07658,Croma Ultrabooks 9A82A,Croma,Laptops,Ultrabooks,Red,M,182365.94,2022-10-27,,1
7659,CR-IN-TEL-07659,Croma LED ZSN4M,Croma,Televisions,LED,Gold,XS,231300.52,2024-07-25,,1
7660,CR-IN-SMA-07660,Croma Smart Lights T0B5Q,Croma,Smart Home,Smart Lights,White,XS,11569.54,2023-11-23,,1
7661,CR-IN-GAM-07661,Croma Consoles OKRAW,Croma,Gaming,Consoles,Silver,XS,74416.76,2023-09-22,,1
7662,CR-IN-APP-07662,Croma Washers B3YXS,Croma,Appliances,Washers,Red,OneSize,115736.64,2024-03-16,,1
7663,CR-IN-ACC-07663,Croma Cables ENE4D,Croma,Accessories,Cables,Silver,L,5686.04,2025-03-25,,1
7664,CR-IN-GAM-07664,Croma Consoles 5RZO9,Croma,Gaming,Consoles,Space Grey,OneSize,72879.65,2023-07-24,,1
7665,CR-IN-LAP-07665,Croma Ultrabooks RVG66,Croma,Laptops,Ultrabooks,Red,M,106169.83,2022-11-05,,1
7666,CR-IN-MOB-07666,Croma Smartphones NMRA5,Croma,Mobiles,Smartphones,Blue,XL,18092.4,2022-04-10,,1
7667,CR-IN-WEA-07667,Croma Smartwatch 17M36,Croma,Wearables,Smartwatch,Purple,M,53456.68,2024-11-22,,1
7668,CR-IN-GAM-07668,Croma Consoles QGS7U,Croma,Gaming,Consoles,Red,L,39870.22,2023-12-17,,1
7669,CR-IN-ACC-07669,Croma Cables JP4EG,Croma,Accessories,Cables,Space Grey,XL,5250.93,2022-07-30,,1
7670,CR-IN-LAP-07670,Croma Ultrabooks 8UNQS,Croma,Laptops,Ultrabooks,Space Grey,OneSize,104141.41,2022-10-14,,1
7671,CR-IN-AUD-07671,Croma Headphones 7IODV,Croma,Audio,Headphones,Red,OneSize,6404.31,2022-09-25,,1
7672,CR-IN-WEA-07672,Croma Smartwatch P48HI,Croma,Wearables,Smartwatch,Silver,XL,30680.44,2024-05-18,,1
7673,CR-IN-APP-07673,Croma Washers GSFC8,Croma,Appliances,Washers,Green,L,85932.69,2024-04-19,,1
7674,CR-IN-AUD-07674,Croma Headphones I9PUB,Croma,Audio,Headphones,White,L,21215.97,2023-03-18,,1
7675,CR-IN-GAM-07675,Croma Consoles PUGQZ,Croma,Gaming,Consoles,White,L,10406.72,2022-08-17,,1
7676,CR-IN-AUD-07676,Croma Headphones WGI3F,Croma,Audio,Headphones,Blue,OneSize,47423.05,2023-05-27,,1
7677,CR-IN-LAP-07677,Croma Ultrabooks ZOEDU,Croma,Laptops,Ultrabooks,Gold,OneSize,169869.9,2023-02-28,,1
7678,CR-IN-TEL-07678,Croma LED C27QV,Croma,Televisions,LED,Silver,S,223814.83,2022-06-18,,1
7679,CR-IN-MOB-07679,Croma Smartphones QZP30,Croma,Mobiles,Smartphones,Silver,L,43462.24,2025-04-06,,1
7680,CR-IN-SMA-07680,Croma Smart Lights SY1Z5,Croma,Smart Home,Smart Lights,Gold,L,11507.01,2022-01-15,,1
7681,CR-IN-ACC-07681,Croma Cables E8DPW,Croma,Accessories,Cables,Black,L,7838.75,2024-01-08,,1
7682,CR-IN-TEL-07682,Croma LED XMZWS,Croma,Televisions,LED,Silver,L,152244.76,2023-10-28,2025-07-21,0
7683,CR-IN-AUD-07683,Croma Headphones U4LM0,Croma,Audio,Headphones,White,XL,9469.67,2022-03-17,,1
7684,CR-IN-WEA-07684,Croma Smartwatch D6PLF,Croma,Wearables,Smartwatch,Space Grey,S,27480.13,2022-05-05,,1
7685,CR-IN-SMA-07685,Croma Smart Lights QX0WH,Croma,Smart Home,Smart Lights,Space Grey,S,20357.71,2023-02-12,,1
7686,CR-IN-GAM-07686,Croma Consoles JGK4L,Croma,Gaming,Consoles,Black,XS,13549.78,2024-04-27,,1
7687,CR-IN-ACC-07687,Croma Cables 8ZBWE,Croma,Accessories,Cables,Green,S,705.87,2024-08-27,,1
7688,CR-IN-SMA-07688,Croma Smart Lights Z3PKK,Croma,Smart Home,Smart Lights,Space Grey,XS,21884.58,2022-03-13,,1
7689,CR-IN-APP-07689,Croma Washers 1KRDO,Croma,Appliances,Washers,Black,M,103630.62,2024-07-10,,1
7690,CR-IN-SMA-07690,Croma Smart Lights QXQ3V,Croma,Smart Home,Smart Lights,Blue,S,11024.9,2024-04-15,,1
7691,CR-IN-APP-07691,Croma Washers KN8NK,Croma,Appliances,Washers,Space Grey,S,77213.84,2022-02-23,,1
7692,CR-IN-GAM-07692,Croma Consoles N1HTG,Croma,Gaming,Consoles,Silver,XS,40464.55,2023-08-10,,1
7693,CR-IN-AUD-07693,Croma Headphones 7H88J,Croma,Audio,Headphones,Black,XL,47126.64,2023-06-07,,1
7694,CR-IN-AUD-07694,Croma Headphones HCX9W,Croma,Audio,Headphones,White,XL,35354.1,2022-10-03,,1
7695,CR-IN-AUD-07695,Croma Headphones 2UQO1,Croma,Audio,Headphones,Green,XL,15570.09,2025-04-06,,1
7696,CR-IN-CAM-07696,Croma DSLR BPFB4,Croma,Cameras,DSLR,White,S,197291.6,2022-01-21,2023-01-25,0
7697,CR-IN-ACC-07697,Croma Cables 5DXCU,Croma,Accessories,Cables,White,S,7138.69,2022-05-13,,1
7698,CR-IN-MOB-07698,Croma Smartphones AHVE2,Croma,Mobiles,Smartphones,Gold,L,37401.64,2024-11-10,,1
7699,CR-IN-MOB-07699,Croma Smartphones BLSRA,Croma,Mobiles,Smartphones,Silver,M,77284.36,2023-11-26,,1
7700,CR-IN-AUD-07700,Croma Headphones LS1W3,Croma,Audio,Headphones,Green,XL,16704.17,2023-03-12,2025-01-22,0
7701,CR-IN-CAM-07701,Croma DSLR A4YQQ,Croma,Cameras,DSLR,Black,OneSize,6233.29,2022-09-12,,1
7702,CR-IN-ACC-07702,Croma Cables URWZT,Croma,Accessories,Cables,Red,XS,4119.8,2023-10-23,,1
7703,CR-IN-MOB-07703,Croma Smartphones HKD5B,Croma,Mobiles,Smartphones,Silver,XS,71271.34,2025-01-25,,1
7704,CR-IN-LAP-07704,Croma Ultrabooks CO2ID,Croma,Laptops,Ultrabooks,Black,S,100096.73,2024-07-27,2025-07-21,0
7705,CR-IN-CAM-07705,Croma DSLR 23ZEM,Croma,Cameras,DSLR,White,OneSize,49127.62,2022-12-23,,1
7706,CR-IN-SMA-07706,Croma Smart Lights Z3GNG,Croma,Smart Home,Smart Lights,White,XS,16391.06,2023-09-26,,1
7707,CR-IN-TEL-07707,Croma LED MELAE,Croma,Televisions,LED,Black,OneSize,191396.46,2025-07-18,,1
7708,CR-IN-APP-07708,Croma Washers VMFZL,Croma,Appliances,Washers,Black,L,85940.15,2025-07-23,,1
7709,CR-IN-AUD-07709,Croma Headphones 28ABS,Croma,Audio,Headphones,Space Grey,L,27210.62,2022-08-09,,1
7710,CR-IN-SMA-07710,Croma Smart Lights XENNZ,Croma,Smart Home,Smart Lights,Blue,S,7893.18,2024-01-15,,1
7711,CR-IN-APP-07711,Croma Washers 80OR8,Croma,Appliances,Washers,Space Grey,XL,44412.72,2025-01-23,,1
7712,CR-IN-SMA-07712,Croma Smart Lights QMM3L,Croma,Smart Home,Smart Lights,Black,M,26926.18,2025-07-01,,1
7713,CR-IN-APP-07713,Croma Washers X7J3K,Croma,Appliances,Washers,Blue,OneSize,26320.01,2024-09-18,,1
7714,CR-IN-WEA-07714,Croma Smartwatch PPLVZ,Croma,Wearables,Smartwatch,Black,L,10904.47,2024-04-10,,1
7715,CR-IN-CAM-07715,Croma DSLR 09QMK,Croma,Cameras,DSLR,Black,S,219984.34,2023-09-15,,1
7716,CR-IN-LAP-07716,Croma Ultrabooks QUBJ1,Croma,Laptops,Ultrabooks,Green,XS,65096.29,2022-02-23,,1
7717,CR-IN-APP-07717,Croma Washers XIIL6,Croma,Appliances,Washers,Red,S,16034.54,2022-02-05,,1
7718,CR-IN-APP-07718,Croma Washers 91MQC,Croma,Appliances,Washers,Purple,L,15275.54,2025-07-08,,1
7719,CR-IN-ACC-07719,Croma Cables QJTXO,Croma,Accessories,Cables,Gold,OneSize,4422.61,2023-11-22,,1
7720,CR-IN-AUD-07720,Croma Headphones O3P7H,Croma,Audio,Headphones,Purple,XS,38080.15,2022-02-25,,1
7721,CR-IN-LAP-07721,Croma Ultrabooks 6RMZ6,Croma,Laptops,Ultrabooks,Purple,XL,95458.67,2023-03-04,,1
7722,CR-IN-GAM-07722,Croma Consoles IZ0A2,Croma,Gaming,Consoles,Red,OneSize,24177.48,2023-07-04,,1
7723,CR-IN-CAM-07723,Croma DSLR PMO5H,Croma,Cameras,DSLR,Black,M,184562.39,2025-04-19,2025-08-21,0
7724,CR-IN-GAM-07724,Croma Consoles 9EGNO,Croma,Gaming,Consoles,Purple,XL,53770.82,2024-12-11,,1
7725,CR-IN-APP-07725,Croma Washers 6DU7J,Croma,Appliances,Washers,Silver,OneSize,72996.28,2022-01-27,,1
7726,CR-IN-ACC-07726,Croma Cables 3Q61H,Croma,Accessories,Cables,Silver,S,2221.25,2023-10-03,,1
7727,CR-IN-GAM-07727,Croma Consoles W0CZA,Croma,Gaming,Consoles,Silver,XL,57940.99,2022-05-16,,1
7728,CR-IN-ACC-07728,Croma Cables 7AYUG,Croma,Accessories,Cables,Space Grey,S,4560.5,2022-06-23,,1
7729,CR-IN-SMA-07729,Croma Smart Lights C3GZI,Croma,Smart Home,Smart Lights,Green,XL,14670.39,2022-07-11,,1
7730,CR-IN-APP-07730,Croma Washers PKAL7,Croma,Appliances,Washers,Gold,S,61237.72,2023-02-19,,1
7731,CR-IN-ACC-07731,Croma Cables JE3GE,Croma,Accessories,Cables,Purple,XL,314.48,2023-04-19,,1
7732,CR-IN-TEL-07732,Croma LED 8I44V,Croma,Televisions,LED,Red,XL,182451.32,2024-09-17,,1
7733,CR-IN-ACC-07733,Croma Cables U92PT,Croma,Accessories,Cables,Silver,L,5458.39,2025-05-09,,1
7734,CR-IN-TEL-07734,Croma LED GD96B,Croma,Televisions,LED,Space Grey,M,79967.67,2024-07-23,,1
7735,CR-IN-GAM-07735,Croma Consoles CE3N9,Croma,Gaming,Consoles,White,M,37376.57,2025-04-12,,1
7736,CR-IN-CAM-07736,Croma DSLR GO4LL,Croma,Cameras,DSLR,Space Grey,S,196176.43,2025-02-01,,1
7737,CR-IN-AUD-07737,Croma Headphones 2A7YJ,Croma,Audio,Headphones,White,M,15432.24,2025-04-12,,1
7738,CR-IN-ACC-07738,Croma Cables DYVRS,Croma,Accessories,Cables,Space Grey,XL,6224.85,2022-01-27,,1
7739,CR-IN-SMA-07739,Croma Smart Lights PIGZZ,Croma,Smart Home,Smart Lights,Blue,L,26540.92,2022-05-13,,1
7740,CR-IN-ACC-07740,Croma Cables R0SBN,Croma,Accessories,Cables,Red,XS,3243.65,2022-02-20,,1
7741,CR-IN-ACC-07741,Croma Cables ESMC6,Croma,Accessories,Cables,Silver,M,9813.82,2022-10-20,,1
7742,CR-IN-TEL-07742,Croma LED SW5ED,Croma,Televisions,LED,Black,XS,191415.29,2022-01-26,,1
7743,CR-IN-GAM-07743,Croma Consoles F727N,Croma,Gaming,Consoles,Black,XS,23950.46,2023-11-26,,1
7744,CR-IN-ACC-07744,Croma Cables QBJDT,Croma,Accessories,Cables,Green,OneSize,3714.32,2025-01-09,,1
7745,CR-IN-WEA-07745,Croma Smartwatch U9EAJ,Croma,Wearables,Smartwatch,Silver,XL,48526.32,2025-03-07,,1
7746,CR-IN-CAM-07746,Croma DSLR GKVT5,Croma,Cameras,DSLR,Space Grey,S,101598.4,2024-12-25,,1
7747,CR-IN-CAM-07747,Croma DSLR 1E310,Croma,Cameras,DSLR,White,XL,30490.66,2025-01-26,,1
7748,CR-IN-MOB-07748,Croma Smartphones RFJL1,Croma,Mobiles,Smartphones,Red,XL,15690.4,2023-09-18,,1
7749,CR-IN-GAM-07749,Croma Consoles 6CRXO,Croma,Gaming,Consoles,Red,M,44353.24,2024-01-14,2024-05-07,0
7750,CR-IN-TEL-07750,Croma LED HHTA9,Croma,Televisions,LED,Black,OneSize,123713.5,2025-03-10,,1
7751,CR-IN-MOB-07751,Croma Smartphones H9C54,Croma,Mobiles,Smartphones,Green,S,55596.09,2023-11-29,,1
7752,CR-IN-WEA-07752,Croma Smartwatch JXOJ0,Croma,Wearables,Smartwatch,White,XL,30628.94,2022-04-10,2023-06-13,0
7753,CR-IN-WEA-07753,Croma Smartwatch W2GX5,Croma,Wearables,Smartwatch,Red,XL,13291.55,2022-04-07,,1
7754,CR-IN-SMA-07754,Croma Smart Lights 97Y12,Croma,Smart Home,Smart Lights,Space Grey,S,17376.42,2024-05-13,,1
7755,CR-IN-CAM-07755,Croma DSLR 4Y4DR,Croma,Cameras,DSLR,Blue,L,40219.59,2023-07-02,,1
7756,CR-IN-APP-07756,Croma Washers HLWYW,Croma,Appliances,Washers,Space Grey,S,22409.07,2024-09-18,,1
7757,CR-IN-SMA-07757,Croma Smart Lights 4CX04,Croma,Smart Home,Smart Lights,Gold,L,29130.82,2023-08-23,,1
7758,CR-IN-MOB-07758,Croma Smartphones 3P879,Croma,Mobiles,Smartphones,White,M,100817.73,2025-05-06,2025-06-15,0
7759,CR-IN-WEA-07759,Croma Smartwatch ELHWC,Croma,Wearables,Smartwatch,Red,XS,19248.87,2023-10-11,,1
7760,CR-IN-TEL-07760,Croma LED XCKHQ,Croma,Televisions,LED,Purple,XL,145249.47,2022-06-15,,1
7761,CR-IN-CAM-07761,Croma DSLR Q1DDW,Croma,Cameras,DSLR,Purple,XS,72246.54,2024-04-06,,1
7762,CR-IN-LAP-07762,Croma Ultrabooks 07H8G,Croma,Laptops,Ultrabooks,White,M,174002.69,2024-03-09,,1
7763,CR-IN-CAM-07763,Croma DSLR 1OG48,Croma,Cameras,DSLR,Space Grey,XS,17065.93,2024-04-02,,1
7764,CR-IN-MOB-07764,Croma Smartphones PCIP6,Croma,Mobiles,Smartphones,Blue,L,50706.64,2024-05-24,,1
7765,CR-IN-SMA-07765,Croma Smart Lights V4SKY,Croma,Smart Home,Smart Lights,Green,OneSize,27600.09,2024-12-13,,1
7766,CR-IN-SMA-07766,Croma Smart Lights AIMY7,Croma,Smart Home,Smart Lights,White,M,580.03,2025-06-01,,1
7767,CR-IN-ACC-07767,Croma Cables Z5SZZ,Croma,Accessories,Cables,Gold,XS,3264.98,2022-11-01,,1
7768,CR-IN-GAM-07768,Croma Consoles 8KAFZ,Croma,Gaming,Consoles,White,M,50523.07,2023-12-02,,1
7769,CR-IN-AUD-07769,Croma Headphones P0QEL,Croma,Audio,Headphones,Silver,M,29149.56,2023-03-18,,1
7770,CR-IN-SMA-07770,Croma Smart Lights HHTWA,Croma,Smart Home,Smart Lights,Green,XS,12444.11,2023-09-06,,1
7771,CR-IN-WEA-07771,Croma Smartwatch D2YS0,Croma,Wearables,Smartwatch,White,XL,29799.68,2023-05-25,,1
7772,CR-IN-WEA-07772,Croma Smartwatch JYHNK,Croma,Wearables,Smartwatch,Red,XL,17311.72,2024-07-07,,1
7773,CR-IN-CAM-07773,Croma DSLR UU7CP,Croma,Cameras,DSLR,White,L,137879.2,2024-01-12,,1
7774,CR-IN-SMA-07774,Croma Smart Lights DXCM2,Croma,Smart Home,Smart Lights,Black,XS,17572.2,2025-04-06,,1
7775,CR-IN-GAM-07775,Croma Consoles PVRUZ,Croma,Gaming,Consoles,Black,L,32955.78,2024-06-23,,1
7776,CR-IN-APP-07776,Croma Washers IX1IV,Croma,Appliances,Washers,Purple,M,101366.16,2023-04-08,,1
7777,CR-IN-APP-07777,Croma Washers EKP74,Croma,Appliances,Washers,Purple,OneSize,25881.7,2023-05-06,,1
7778,CR-IN-CAM-07778,Croma DSLR E6XFI,Croma,Cameras,DSLR,Green,XL,21935.45,2025-07-13,,1
7779,CR-IN-MOB-07779,Croma Smartphones HKGDJ,Croma,Mobiles,Smartphones,Blue,L,118484.4,2024-06-15,,1
7780,CR-IN-MOB-07780,Croma Smartphones W3B45,Croma,Mobiles,Smartphones,Black,OneSize,115445.06,2025-03-08,,1
7781,CR-IN-LAP-07781,Croma Ultrabooks EJPRB,Croma,Laptops,Ultrabooks,Purple,M,27267.56,2025-02-18,,1
7782,CR-IN-MOB-07782,Croma Smartphones WXGQ6,Croma,Mobiles,Smartphones,Silver,XL,29615.26,2023-10-09,,1
7783,CR-IN-TEL-07783,Croma LED GZJNC,Croma,Televisions,LED,Black,XL,159259.47,2023-03-25,,1
7784,CR-IN-APP-07784,Croma Washers AESLI,Croma,Appliances,Washers,Red,S,67459.04,2022-09-25,,1
7785,CR-IN-ACC-07785,Croma Cables 587OT,Croma,Accessories,Cables,Red,XS,2012.47,2022-07-14,,1
7786,CR-IN-MOB-07786,Croma Smartphones L7T9P,Croma,Mobiles,Smartphones,Blue,S,36051.79,2022-10-23,,1
7787,CR-IN-CAM-07787,Croma DSLR 4QJAC,Croma,Cameras,DSLR,Blue,XL,147593.83,2022-12-28,,1
7788,CR-IN-MOB-07788,Croma Smartphones 5YWAS,Croma,Mobiles,Smartphones,Green,XS,74556.2,2025-06-20,,1
7789,CR-IN-MOB-07789,Croma Smartphones FUHS2,Croma,Mobiles,Smartphones,Purple,XL,44390.48,2024-08-05,,1
7790,CR-IN-ACC-07790,Croma Cables THSC9,Croma,Accessories,Cables,Red,XS,3797.47,2024-04-05,,1
7791,CR-IN-MOB-07791,Croma Smartphones 0T3JQ,Croma,Mobiles,Smartphones,Silver,XS,22291.77,2024-01-04,,1
7792,CR-IN-LAP-07792,Croma Ultrabooks T67MS,Croma,Laptops,Ultrabooks,Gold,S,165154.56,2025-01-15,,1
7793,CR-IN-WEA-07793,Croma Smartwatch AE8XN,Croma,Wearables,Smartwatch,Green,OneSize,28253.12,2024-04-27,,1
7794,CR-IN-SMA-07794,Croma Smart Lights 60RTH,Croma,Smart Home,Smart Lights,Blue,L,19775.9,2024-02-06,2024-08-28,0
7795,CR-IN-CAM-07795,Croma DSLR AZYNM,Croma,Cameras,DSLR,Black,S,56444.48,2024-04-09,,1
7796,CR-IN-ACC-07796,Croma Cables L6QC7,Croma,Accessories,Cables,Space Grey,XS,8568.34,2024-03-21,,1
7797,CR-IN-SMA-07797,Croma Smart Lights ADLNV,Croma,Smart Home,Smart Lights,Silver,XL,3430.38,2024-09-27,,1
7798,CR-IN-LAP-07798,Croma Ultrabooks 3XV9P,Croma,Laptops,Ultrabooks,Black,OneSize,144938.4,2022-10-08,,1
7799,CR-IN-AUD-07799,Croma Headphones GWLQW,Croma,Audio,Headphones,Silver,OneSize,44299.57,2024-01-03,,1
7800,CR-IN-GAM-07800,Croma Consoles XWMQ7,Croma,Gaming,Consoles,Black,S,3560.4,2023-06-28,,1
7801,CR-IN-ACC-07801,Croma Cables I0LQO,Croma,Accessories,Cables,Green,L,3577.45,2022-07-18,,1
7802,CR-IN-AUD-07802,Croma Headphones AQW9F,Croma,Audio,Headphones,Blue,XS,15112.72,2022-10-12,2022-11-11,0
7803,CR-IN-TEL-07803,Croma LED 4U02Y,Croma,Televisions,LED,White,XS,96389.98,2023-07-16,,1
7804,CR-IN-WEA-07804,Croma Smartwatch YRJ9V,Croma,Wearables,Smartwatch,Gold,M,28063.06,2023-11-07,,1
7805,CR-IN-ACC-07805,Croma Cables 2G59S,Croma,Accessories,Cables,Purple,OneSize,4565.33,2023-12-15,,1
7806,CR-IN-WEA-07806,Croma Smartwatch DTKMF,Croma,Wearables,Smartwatch,White,XS,22238.16,2025-01-18,,1
7807,CR-IN-CAM-07807,Croma DSLR M492R,Croma,Cameras,DSLR,Purple,XS,91612.51,2025-03-17,,1
7808,CR-IN-WEA-07808,Croma Smartwatch CVM01,Croma,Wearables,Smartwatch,White,L,26254.37,2023-04-12,2024-10-05,0
7809,CR-IN-SMA-07809,Croma Smart Lights DPYOY,Croma,Smart Home,Smart Lights,Silver,XS,19471.49,2024-10-10,2025-05-11,0
7810,CR-IN-AUD-07810,Croma Headphones KGFGY,Croma,Audio,Headphones,Purple,OneSize,33422.32,2022-04-03,,1
7811,CR-IN-APP-07811,Croma Washers ZQU0A,Croma,Appliances,Washers,Red,XL,119079.26,2022-12-29,,1
7812,CR-IN-TEL-07812,Croma LED DKCJ6,Croma,Televisions,LED,Black,OneSize,94533.53,2024-11-06,,1
7813,CR-IN-LAP-07813,Croma Ultrabooks BGDWW,Croma,Laptops,Ultrabooks,Black,OneSize,135470.07,2022-04-10,,1
7814,CR-IN-SMA-07814,Croma Smart Lights 95A6G,Croma,Smart Home,Smart Lights,Green,S,8711.02,2023-07-24,,1
7815,CR-IN-SMA-07815,Croma Smart Lights U0J0U,Croma,Smart Home,Smart Lights,Green,XL,23667.44,2022-01-16,,1
7816,CR-IN-SMA-07816,Croma Smart Lights WRQPM,Croma,Smart Home,Smart Lights,Purple,L,22398.34,2023-12-06,,1
7817,CR-IN-ACC-07817,Croma Cables 6YI5J,Croma,Accessories,Cables,Space Grey,M,3282.22,2022-10-24,,1
7818,CR-IN-ACC-07818,Croma Cables 5KNTE,Croma,Accessories,Cables,Black,L,9626.85,2024-05-20,,1
7819,CR-IN-MOB-07819,Croma Smartphones 70SGZ,Croma,Mobiles,Smartphones,Space Grey,L,101162.73,2022-08-19,,1
7820,CR-IN-WEA-07820,Croma Smartwatch 3MFVZ,Croma,Wearables,Smartwatch,Purple,OneSize,28042.47,2024-06-26,,1
7821,CR-IN-ACC-07821,Croma Cables SICYA,Croma,Accessories,Cables,Gold,XS,8572.84,2025-05-28,,1
7822,CR-IN-SMA-07822,Croma Smart Lights 6ZBYD,Croma,Smart Home,Smart Lights,White,M,11356.27,2024-01-17,,1
7823,CR-IN-CAM-07823,Croma DSLR O1OZ5,Croma,Cameras,DSLR,Blue,XL,106955.64,2022-12-19,,1
7824,CR-IN-SMA-07824,Croma Smart Lights I7L8K,Croma,Smart Home,Smart Lights,Black,OneSize,1197.39,2023-02-18,,1
7825,CR-IN-TEL-07825,Croma LED QKZ3U,Croma,Televisions,LED,Space Grey,XS,97823.33,2024-01-24,,1
7826,CR-IN-MOB-07826,Croma Smartphones V0SII,Croma,Mobiles,Smartphones,White,OneSize,118450.6,2024-08-26,,1
7827,CR-IN-TEL-07827,Croma LED WMWJR,Croma,Televisions,LED,Black,XL,109804.0,2023-04-05,,1
7828,CR-IN-TEL-07828,Croma LED JW21Y,Croma,Televisions,LED,Black,L,32709.15,2022-03-20,,1
7829,CR-IN-AUD-07829,Croma Headphones H4T6N,Croma,Audio,Headphones,Green,M,35928.84,2023-12-16,,1
7830,CR-IN-GAM-07830,Croma Consoles L86F3,Croma,Gaming,Consoles,Silver,XL,78839.44,2024-03-16,,1
7831,CR-IN-SMA-07831,Croma Smart Lights K8MC3,Croma,Smart Home,Smart Lights,Space Grey,XL,10380.62,2025-01-28,,1
7832,CR-IN-WEA-07832,Croma Smartwatch OB443,Croma,Wearables,Smartwatch,Green,XS,55976.57,2022-02-17,,1
